Alex;29/05/2022 12:37:14Alex;29/05/2022 12:37:30;29/05/2022 12:37:44;
Alex;29/05/2022 12:37:48;29/05/2022 12:38:19
Alex;29/05/2022 12:38:45;29/05/2022 12:39:04
Alex;29/05/2022 12:39:19;29/05/2022 12:39:36
Alex;29/05/2022 12:41:57Alex;29/05/2022 12:42:16Alex;29/05/2022 12:42:36;29/05/2022 12:43:07
Alex;29/05/2022 12:49:08;29/05/2022 12:53:29
Alex;29/05/2022 12:53:40Alex;29/05/2022 12:59:01;29/05/2022 12:59:16
Alex;29/05/2022 12:59:28;29/05/2022 12:59:36
Alex;29/05/2022 13:05:29;29/05/2022 13:06:16
Alex;29/05/2022 13:09:59;29/05/2022 13:10:18
Alex;29/05/2022 13:11:24;29/05/2022 13:11:43
Alex;29/05/2022 13:12:07;29/05/2022 13:15:18
Alex;29/05/2022 13:15:39;29/05/2022 13:16:15
Alex;29/05/2022 13:16:46;29/05/2022 13:16:54
Alex;29/05/2022 13:17:26Alex;29/05/2022 13:18:06Alex;29/05/2022 13:18:26;29/05/2022 13:19:03
Alex;29/05/2022 13:21:30;29/05/2022 13:22:19
Alex;29/05/2022 13:22:42;29/05/2022 13:22:52
Alex;29/05/2022 13:24:32;29/05/2022 13:24:47
Alex;29/05/2022 13:25:09Alex;29/05/2022 13:26:13;29/05/2022 13:26:45
Alex;29/05/2022 13:27:00;29/05/2022 13:27:11
Alex;29/05/2022 13:27:44;29/05/2022 13:27:52
Alex;29/05/2022 13:28:24;29/05/2022 13:28:48
Alex;29/05/2022 13:28:59;29/05/2022 13:29:08
Alex;29/05/2022 13:30:01;29/05/2022 13:30:06
Alex;29/05/2022 13:30:15;29/05/2022 13:30:57
Alex;29/05/2022 13:31:05;29/05/2022 13:39:24
Alex;29/05/2022 13:40:29;29/05/2022 13:40:45
Alex;29/05/2022 13:42:51;29/05/2022 13:43:30
Alex;29/05/2022 13:45:59;29/05/2022 13:46:06
Alex;29/05/2022 13:53:50;29/05/2022 13:54:37
Alex;29/05/2022 13:55:42;29/05/2022 13:56:02
Alex;29/05/2022 13:56:53;29/05/2022 13:57:10
Alex;29/05/2022 13:58:26;29/05/2022 13:59:40
Alex;29/05/2022 14:00:34;29/05/2022 14:00:48
Alex;29/05/2022 14:01:42;29/05/2022 14:02:04
Alex;29/05/2022 14:02:46;29/05/2022 14:03:14
Alex;29/05/2022 14:03:48;29/05/2022 14:04:04
Alex;29/05/2022 14:08:32;29/05/2022 14:08:52
Alex;29/05/2022 14:12:23;29/05/2022 14:12:39
Alex;29/05/2022 14:12:53;29/05/2022 14:13:35
Alex;29/05/2022 14:14:48;29/05/2022 14:15:10
Alex;29/05/2022 14:16:59;29/05/2022 14:17:07
Alex;29/05/2022 14:17:53;29/05/2022 14:18:03
Alex;29/05/2022 14:18:58;29/05/2022 14:19:07
Alex;29/05/2022 14:21:39;29/05/2022 14:21:59
Alex;29/05/2022 14:22:15;29/05/2022 14:22:27
Alex;29/05/2022 14:22:56;29/05/2022 14:23:09
Alex;29/05/2022 14:24:11;29/05/2022 14:24:41
Alex;29/05/2022 14:24:52;29/05/2022 14:25:21
Alex;29/05/2022 14:25:59;29/05/2022 14:26:26
Alex;29/05/2022 14:26:43;29/05/2022 14:26:52
Alex;29/05/2022 14:27:01Alex;29/05/2022 14:28:46;29/05/2022 14:29:08
Alex;29/05/2022 14:29:17;29/05/2022 14:29:33
Alex;29/05/2022 14:29:59;29/05/2022 14:30:07
Alex;29/05/2022 14:30:16;29/05/2022 14:30:25
Alex;29/05/2022 14:30:44;29/05/2022 14:30:59
Alex;29/05/2022 14:32:18Alex;29/05/2022 14:32:48;29/05/2022 14:33:02
Alex;29/05/2022 14:34:43;29/05/2022 14:34:54
Alex;29/05/2022 14:34:58;29/05/2022 14:35:25
Alex;29/05/2022 15:45:45Alex;29/05/2022 15:50:37Alex;29/05/2022 15:51:11Alex;29/05/2022 15:52:20Alex;29/05/2022 15:52:50;29/05/2022 15:53:16
Alex;29/05/2022 15:53:40Alex;29/05/2022 15:56:45;29/05/2022 15:58:22
Alex;29/05/2022 16:02:02Alex;29/05/2022 16:02:51;29/05/2022 16:03:09
Alex;29/05/2022 16:03:56;29/05/2022 16:04:24
Alex;29/05/2022 16:05:07;29/05/2022 16:05:26
Alex;29/05/2022 16:05:47;29/05/2022 16:05:56
Alex;29/05/2022 16:08:38;29/05/2022 16:08:49
Alex;29/05/2022 16:09:00Alex;29/05/2022 16:13:08;29/05/2022 16:13:40
Alex;29/05/2022 16:14:00;29/05/2022 16:14:08
Alex;29/05/2022 16:14:19;29/05/2022 16:15:53
Alex;29/05/2022 16:16:28;29/05/2022 16:16:40
Alex;29/05/2022 16:19:34;29/05/2022 16:28:17
Alex;29/05/2022 16:30:33;29/05/2022 16:31:26
Alex;29/05/2022 16:31:35;29/05/2022 16:32:29
Alex;29/05/2022 16:33:02Alex;29/05/2022 16:33:43;29/05/2022 16:36:24
Alex;29/05/2022 16:36:54;29/05/2022 16:37:01
Alex;29/05/2022 16:38:05;29/05/2022 16:38:43
Alex;29/05/2022 16:39:45;29/05/2022 16:41:23
Alex;29/05/2022 16:42:28;29/05/2022 16:44:09
Alex;29/05/2022 16:46:47;29/05/2022 16:47:31
Alex;29/05/2022 16:48:31;29/05/2022 16:52:26
Alex;29/05/2022 16:53:47Alex;29/05/2022 16:57:44;29/05/2022 16:58:20
Alex;29/05/2022 16:59:20;29/05/2022 17:00:23
Alex;29/05/2022 17:01:20;29/05/2022 17:02:46
Alex;29/05/2022 17:22:01;29/05/2022 17:22:26
Alex;29/05/2022 17:44:10;29/05/2022 17:44:18
Alex;29/05/2022 17:44:38;29/05/2022 17:45:14
Alex;29/05/2022 17:51:31;29/05/2022 17:51:46
Alex;29/05/2022 17:53:37;29/05/2022 17:55:14
Alex;29/05/2022 17:56:17;29/05/2022 17:58:37
Alex;29/05/2022 18:04:32;29/05/2022 18:05:12
Alex;29/05/2022 18:05:23Alex;29/05/2022 18:08:47;29/05/2022 18:09:51
Alex;29/05/2022 18:10:02Alex;29/05/2022 18:10:52Alex;29/05/2022 18:11:52Alex;29/05/2022 18:12:22Alex;29/05/2022 18:12:42Alex;29/05/2022 18:13:24;29/05/2022 18:15:32
Emple2;29/05/2022 18:17:38Emple2;29/05/2022 18:17:55Emple2;29/05/2022 18:20:52;29/05/2022 18:21:07
Emple2;29/05/2022 18:21:11;29/05/2022 18:21:15
Alex;29/05/2022 19:32:24;29/05/2022 19:32:55
Alex;29/05/2022 19:35:37;29/05/2022 19:36:04
Alex;29/05/2022 19:37:00;29/05/2022 19:37:28
Alex;29/05/2022 19:38:10;29/05/2022 19:39:03
Alex;29/05/2022 19:41:28;29/05/2022 19:41:49
Alex;29/05/2022 19:42:14;29/05/2022 19:43:19
Alex;29/05/2022 19:44:19;29/05/2022 19:44:49
Alex;29/05/2022 19:44:57Alex;29/05/2022 19:48:10;29/05/2022 19:50:11
Alex;29/05/2022 19:50:25;29/05/2022 19:51:59
Alex;29/05/2022 21:36:47;29/05/2022 21:37:14;
Alex;29/05/2022 21:37:18;29/05/2022 21:37:30
Alex;29/05/2022 21:39:03Alex;29/05/2022 21:40:06Alex;29/05/2022 21:40:37Alex;29/05/2022 22:10:59;29/05/2022 22:11:02
Alex;29/05/2022 22:34:11Alex;29/05/2022 22:40:20Alex;30/05/2022 18:04:22Alex;30/05/2022 18:55:00;30/05/2022 18:55:10
Alex;30/05/2022 18:55:28;30/05/2022 18:55:33
Alex;30/05/2022 21:55:48;30/05/2022 21:57:04;
Alex;30/05/2022 21:58:06;30/05/2022 22:01:14;
Alex;30/05/2022 22:01:19;30/05/2022 22:01:28;
Emple2;30/05/2022 22:01:42;30/05/2022 22:01:52
Alex;30/05/2022 22:02:04;30/05/2022 22:02:20
Alex;30/05/2022 22:30:02;30/05/2022 22:30:26
Alex;30/05/2022 22:32:59;30/05/2022 22:33:18
Alex;30/05/2022 22:34:13;30/05/2022 22:34:22
Alex;30/05/2022 22:34:33;30/05/2022 22:34:35
Alex;30/05/2022 22:37:00;30/05/2022 22:37:37
Alex;30/05/2022 22:39:27;30/05/2022 22:40:09
Alex;30/05/2022 22:40:52
